GW,Project,Sequencing file name,DNA identifier,Tissue identifier,RAD identifier,"Sampling locality (water body, drainage, region)",Region,Site,Major Drainage,Latitude,Longitude,Source,Collection date,Comments,String,Coverage
GW,BK1703222,H-009_S164_R1_001.fastq.gz,AL2016-1047,374023,H-009_S164,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-009_S164_sorted.bam,1.09831
GW,BK1703222,H-010_S165_R1_001.fastq.gz,AL2016-1049,374025,H-010_S165,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-010_S165_sorted.bam,1.18214
GW,BK1703222,H-011_S166_R1_001.fastq.gz,AL2017-099,374027,H-011_S166,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-011_S166_sorted.bam,1.11787
GW,BK1703222,H-012_S167_R1_001.fastq.gz,AL2017-136,374034,H-012_S167,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-012_S167_sorted.bam,1.0951
GW,BK1703222,H-013_S168_R1_001.fastq.gz,AL2017-138,374036,H-013_S168,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-013_S168_sorted.bam,1.18789
GW,BK1703222,H-014_S169_R1_001.fastq.gz,AL2017-139,374037,H-014_S169,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-014_S169_sorted.bam,1.21529
GW,BK1703222,H-016_S171_R1_001.fastq.gz,AL2017-142,374040,H-016_S171,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-016_S171_sorted.bam,1.14325
GW,BK1703222,H-017_S172_R1_001.fastq.gz,AL2017-143,374041,H-017_S172,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-017_S172_sorted.bam,1.19822
GW,BK1703222,H-018_S173_R1_001.fastq.gz,AL2017-144,374042,H-018_S173,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-018_S173_sorted.bam,1.3588
GW,BK1703222,H-019_S174_R1_001.fastq.gz,AL2017-145,374043,H-019_S174,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-019_S174_sorted.bam,1.15872
GW,BK1703222,H-020_S175_R1_001.fastq.gz,AL2017-146,374044,H-020_S175,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-020_S175_sorted.bam,1.18451
GW,BK1703222,I-001_S176_R1_001.fastq.gz,AL2016-1100,402903,I-001_S176,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-001_S176_sorted.bam,1.12755
GW,BK1703222,I-004_S179_R1_001.fastq.gz,AL2016-1103,402906,I-004_S179,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-004_S179_sorted.bam,1.18117
GW,BK1703222,I-005_S180_R1_001.fastq.gz,AL2016-1104,402907,I-005_S180,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-005_S180_sorted.bam,1.11035
GW,BK1703222,I-006_S181_R1_001.fastq.gz,AL2016-1111,402914,I-006_S181,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-006_S181_sorted.bam,1.16961
GW,BK1703222,I-008_S183_R1_001.fastq.gz,AL2016-1116,402919,I-008_S183,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-008_S183_sorted.bam,1.16313
GW,BK1703222,I-009_S184_R1_001.fastq.gz,AL2016-1119,402922,I-009_S184,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-009_S184_sorted.bam,1.22074
GW,BK1703222,I-010_S185_R1_001.fastq.gz,AL2016-1120,402923,I-010_S185,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-010_S185_sorted.bam,1.15579
GW,BK1703222,I-011_S186_R1_001.fastq.gz,AL2016-1121,402924,I-011_S186,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-011_S186_sorted.bam,1.08243
GW,BK1703222,I-012_S187_R1_001.fastq.gz,AL2016-1123,402926,I-012_S187,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-012_S187_sorted.bam,1.21744
GW,BK1703222,I-013_S188_R1_001.fastq.gz,AL2016-1124,402927,I-013_S188,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-013_S188_sorted.bam,1.14359
GW,BK1703222,I-014_S189_R1_001.fastq.gz,AL2016-1126,402929,I-014_S189,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-014_S189_sorted.bam,1.23304
GW,BK1703222,I-015_S190_R1_001.fastq.gz,AL2016-1127,402930,I-015_S190,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-015_S190_sorted.bam,1.2563
GW,BK1703222,I-016_S191_R1_001.fastq.gz,AL2016-1190,404050,I-016_S191,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-016_S191_sorted.bam,1.40362
GW,BK1703222,I-017_S192_R1_001.fastq.gz,AL2016-1191,404051,I-017_S192,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-017_S192_sorted.bam,1.27094
GW,BK1703222,I-018_S193_R1_001.fastq.gz,AL2016-1192,404052,I-018_S193,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-018_S193_sorted.bam,1.36226
GW,BK1703222,I-019_S194_R1_001.fastq.gz,AL2016-1193,404053,I-019_S194,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-019_S194_sorted.bam,1.37919
GW,BK1703222,I-020_S195_R1_001.fastq.gz,AL2016-1194,404054,I-020_S195,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-020_S195_sorted.bam,1.35541
GW,BK1703222,I-021_S196_R1_001.fastq.gz,AL2016-1195,404055,I-021_S196,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-021_S196_sorted.bam,1.51968
GW,BK1703222,I-022_S197_R1_001.fastq.gz,AL2016-1196,404056,I-022_S197,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-022_S197_sorted.bam,1.42467
GW,BK1703222,I-023_S198_R1_001.fastq.gz,AL2016-1197,404057,I-023_S198,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-023_S198_sorted.bam,1.49512
GW,BK1703222,I-024_S199_R1_001.fastq.gz,AL2016-1198,404058,I-024_S199,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-024_S199_sorted.bam,1.49351
GW,BK1703222,I-025_S200_R1_001.fastq.gz,AL2016-1199,404059,I-025_S200,Alaska,Southcentral,TinyLake,NA,60.519884,-150.992988,NA,NA,NA,data/BK1703222/I-025_S200_sorted.bam,1.28188
GW,AN1711171,O-007_R1_001.fastq.gz,179,179,O-007,Alaska,Southcentral,AndersonLake,NA,61.620425,-149.338466,NA,NA,NA,data/AN1711171/O-007_sorted.bam,1.34337
GW,AN1711171,A-026_R1_001.fastq.gz,373710,373710,A-026,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/AN1711171/A-026_sorted.bam,1.35554
GW,AN1711171,T-012_R1_001.fastq.gz,373762,373762,T-012,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-012_sorted.bam,1.20121
GW,AN1711171,B-021_R1_001.fastq.gz,373912,373912,B-021,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/AN1711171/B-021_sorted.bam,1.36677
GW,AN1711171,F-021_R1_001.fastq.gz,401247,401247,F-021,Alaska,Interior,Fairbanks,NA,64.843409,-147.808841,NA,NA,NA,data/AN1711171/F-021_sorted.bam,1.1347
GW,AN1711171,Q-016_R1_001.fastq.gz,402162,402162,Q-016,Alaska,Interior,MintoFlats,NA,65.157778,-149.37,NA,NA,NA,data/AN1711171/Q-016_sorted.bam,1.10507
GW,AN1711171,O-025_R1_001.fastq.gz,402196,402196,O-025,Alaska,Southcentral,AndersonLake,NA,61.620425,-149.338466,NA,NA,NA,data/AN1711171/O-025_sorted.bam,1.45993
GW,BK1703222,F-016_S131_R1_001.fastq.gz,AL2015-521,401235,F-016_S131,Alaska,Interior,Fairbanks,NA,64.843409,-147.808841,NA,NA,NA,data/BK1703222/F-016_S131_sorted.bam,1.27642
GW,BK1703222,F-007_S122_R1_001.fastq.gz,AL2015-523,401237,F-007_S122,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-007_S122_sorted.bam,1.10816
GW,BK1703222,F-008_S123_R1_001.fastq.gz,AL2015-524,401238,F-008_S123,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-008_S123_sorted.bam,1.10829
GW,BK1703222,F-009_S124_R1_001.fastq.gz,AL2015-525,401239,F-009_S124,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-009_S124_sorted.bam,1.13267
GW,BK1703222,F-010_S125_R1_001.fastq.gz,AL2015-526,401240,F-010_S125,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-010_S125_sorted.bam,1.28553
GW,BK1703222,F-012_S127_R1_001.fastq.gz,AL2015-529,401243,F-012_S127,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-012_S127_sorted.bam,1.33481
GW,BK1703222,F-013_S128_R1_001.fastq.gz,AL2015-530,401244,F-013_S128,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-013_S128_sorted.bam,1.1099
GW,BK1703222,F-004_S119_R1_001.fastq.gz,AL2015-531,401245,F-004_S119,Alaska,Interior,Fairbanks,NA,64.803083,-147.216906,NA,NA,NA,data/BK1703222/F-004_S119_sorted.bam,1.35816
GW,BK1703222,F-017_S132_R1_001.fastq.gz,AL2015-532,401246,F-017_S132,Alaska,Interior,Fairbanks,NA,64.843409,-147.808841,NA,NA,NA,data/BK1703222/F-017_S132_sorted.bam,1.13839
GW,BK1703222,F-018_S133_R1_001.fastq.gz,AL2015-533,401247,F-018_S133,Alaska,Interior,Fairbanks,NA,64.843409,-147.808841,NA,NA,NA,data/BK1703222/F-018_S133_sorted.bam,1.09074
GW,BK1703222,F-019_S134_R1_001.fastq.gz,AL2015-534,401248,F-019_S134,Alaska,Interior,Fairbanks,NA,64.843409,-147.808841,NA,NA,NA,data/BK1703222/F-019_S134_sorted.bam,1.14858
GW,BK1703222,F-001_S116_R1_001.fastq.gz,AL2015-535,401249,F-001_S116,Alaska,Interior,Fairbanks,NA,64.849445,-147.850537,NA,NA,NA,data/BK1703222/F-001_S116_sorted.bam,1.18455
GW,BK1703222,F-005_S120_R1_001.fastq.gz,AL2015-536,401250,F-005_S120,Alaska,Interior,Fairbanks,NA,64.803083,-147.216906,NA,NA,NA,data/BK1703222/F-005_S120_sorted.bam,1.36105
GW,BK1703222,F-014_S129_R1_001.fastq.gz,AL2015-537,401251,F-014_S129,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-014_S129_sorted.bam,1.18732
GW,BK1703222,F-015_S130_R1_001.fastq.gz,AL2015-540,401254,F-015_S130,Alaska,Interior,Fairbanks,NA,64.849445,-147.402877,NA,NA,NA,data/BK1703222/F-015_S130_sorted.bam,1.17009
GW,BK1703222,F-020_S135_R1_001.fastq.gz,AL2015-541,401255,F-020_S135,Alaska,Interior,Fairbanks,NA,64.843409,-147.808841,NA,NA,NA,data/BK1703222/F-020_S135_sorted.bam,1.23479
GW,BK1703222,F-002_S117_R1_001.fastq.gz,AL2015-542,401256,F-002_S117,Alaska,Interior,Fairbanks,NA,64.855184,-146.820805,NA,NA,NA,data/BK1703222/F-002_S117_sorted.bam,1.15197
GW,BK1703222,H-001_S156_R1_001.fastq.gz,AL2016-1027,373996,H-001_S156,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-001_S156_sorted.bam,1.20759
GW,BK1703222,H-002_S157_R1_001.fastq.gz,AL2016-1033,374006,H-002_S157,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-002_S157_sorted.bam,1.16921
GW,BK1703222,H-003_S158_R1_001.fastq.gz,AL2016-1039,374015,H-003_S158,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-003_S158_sorted.bam,1.116
GW,BK1703222,H-004_S159_R1_001.fastq.gz,AL2016-1040,374016,H-004_S159,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-004_S159_sorted.bam,1.22228
GW,BK1703222,H-006_S161_R1_001.fastq.gz,AL2016-1044,374020,H-006_S161,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-006_S161_sorted.bam,1.25247
GW,BK1703222,I-007_S182_R1_001.fastq.gz,AL2016-1112,402915,I-007_S182,Alaska,Southcentral,StormyLake,NA,60.773717,-151.052584,NA,NA,NA,data/BK1703222/I-007_S182_sorted.bam,1.18714
GW,BK1703222,E-007_S97_R1_001.fastq.gz,AL2016-1255,380695,E-007_S97,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-007_S97_sorted.bam,1.22544
GW,BK1703222,D-002_S67_R1_001.fastq.gz,AL2016-1315,402265,D-002_S67,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-002_S67_sorted.bam,1.07857
GW,BK1703222,A-006_S6_R1_001.fastq.gz,AL2016-197,373710,A-006_S6,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-006_S6_sorted.bam,1.07678
GW,BK1703222,B-015_S40_R1_001.fastq.gz,AL2016-811,373912,B-015_S40,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-015_S40_sorted.bam,1.11601
GW,BK1703222,C-001_S46_R1_001.fastq.gz,AL2016-819,401878,C-001_S46,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-001_S46_sorted.bam,1.28758
GW,BK1703222,C-002_S47_R1_001.fastq.gz,AL2016-820,401879,C-002_S47,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-002_S47_sorted.bam,1.43161
GW,AN1711171,C-021_R1_001.fastq.gz,AL2016-821,401880,C-021,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,second set reused DNA- no tissue remained,data/AN1711171/C-021_sorted.bam,1.70504
GW,BK1703222,C-003_S48_R1_001.fastq.gz,AL2016-821,401880,C-003_S48,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-003_S48_sorted.bam,1.32818
GW,BK1703222,C-004_S49_R1_001.fastq.gz,AL2016-822,401881,C-004_S49,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-004_S49_sorted.bam,1.25506
GW,BK1703222,C-005_S50_R1_001.fastq.gz,AL2016-823,401882,C-005_S50,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-005_S50_sorted.bam,1.10344
GW,BK1703222,C-006_S51_R1_001.fastq.gz,AL2016-824,401883,C-006_S51,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-006_S51_sorted.bam,1.04912
GW,BK1703222,C-007_S52_R1_001.fastq.gz,AL2016-825,401884,C-007_S52,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-007_S52_sorted.bam,1.14596
GW,BK1703222,C-008_S53_R1_001.fastq.gz,AL2016-826,401885,C-008_S53,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-008_S53_sorted.bam,1.08637
GW,BK1703222,C-009_S54_R1_001.fastq.gz,AL2016-827,401886,C-009_S54,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-009_S54_sorted.bam,1.17156
GW,BK1703222,C-010_S55_R1_001.fastq.gz,AL2016-828,401887,C-010_S55,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-010_S55_sorted.bam,1.067
GW,BK1703222,C-011_S56_R1_001.fastq.gz,AL2016-830,401889,C-011_S56,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-011_S56_sorted.bam,1.35565
GW,BK1703222,C-012_S57_R1_001.fastq.gz,AL2016-832,401891,C-012_S57,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-012_S57_sorted.bam,1.26494
GW,BK1703222,C-013_S58_R1_001.fastq.gz,AL2016-833,401892,C-013_S58,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-013_S58_sorted.bam,1.36042
GW,BK1703222,C-014_S59_R1_001.fastq.gz,AL2016-834,401893,C-014_S59,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-014_S59_sorted.bam,1.35435
GW,BK1703222,C-015_S60_R1_001.fastq.gz,AL2016-836,401895,C-015_S60,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-015_S60_sorted.bam,1.17306
GW,BK1703222,C-016_S61_R1_001.fastq.gz,AL2016-837,401896,C-016_S61,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-016_S61_sorted.bam,1.16894
GW,BK1703222,C-017_S62_R1_001.fastq.gz,AL2016-838,401897,C-017_S62,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-017_S62_sorted.bam,1.20298
GW,BK1703222,C-019_S64_R1_001.fastq.gz,AL2016-840,401899,C-019_S64,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-019_S64_sorted.bam,1.17488
GW,BK1703222,C-020_S65_R1_001.fastq.gz,AL2016-841,401900,C-020_S65,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-020_S65_sorted.bam,1.13101
GW,BK1703222,G-001_S136_R1_001.fastq.gz,AL2016-842,374430,G-001_S136,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-001_S136_sorted.bam,1.08575
GW,BK1703222,G-002_S137_R1_001.fastq.gz,AL2016-847,374435,G-002_S137,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-002_S137_sorted.bam,1.28599
GW,BK1703222,G-003_S138_R1_001.fastq.gz,AL2016-848,374436,G-003_S138,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-003_S138_sorted.bam,1.11185
GW,BK1703222,G-004_S139_R1_001.fastq.gz,AL2016-850,374438,G-004_S139,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-004_S139_sorted.bam,1.06135
GW,BK1703222,G-005_S140_R1_001.fastq.gz,AL2017-083,374433,G-005_S140,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-005_S140_sorted.bam,1.22381
GW,BK1703222,G-006_S141_R1_001.fastq.gz,AL2017-085,374437,G-006_S141,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-006_S141_sorted.bam,1.164
GW,BK1703222,G-007_S142_R1_001.fastq.gz,AL2017-092,374448,G-007_S142,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-007_S142_sorted.bam,1.21248
GW,AN1711171,G-021_R1_001.fastq.gz,AL2017-155,374472,G-021,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,second set reused DNA- no tissue remained,data/AN1711171/G-021_sorted.bam,1.50878
GW,BK1703222,G-010_S145_R1_001.fastq.gz,AL2017-155,374472,G-010_S145,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-010_S145_sorted.bam,1.05014
